Chr,Pos,cM
1,40177356,18.2037371910789
1,40274436,18.2037371910789
1,40324634,18.3242917420132
1,40496229,18.3242917420132
1,40760210,18.3913480327542
1,40816464,18.5261921900592
1,40889720,18.5448006339795
1,40895426,18.7488029825637
1,40898109,18.788040704452
1,40970817,18.8065099457504
1,41165651,18.8065099457504
1,41172957,18.8544744150161
1,41202377,19.1119830663561
1,41228061,19.1681735985533
1,41230356,19.1681735985533
1,41252077,19.1707503383144
1,41292183,19.2437098548801
1,41296221,19.2599399850553
1,41322969,19.4306942024354
1,41346976,19.5431255701843
1,41347207,19.5436991646115
1,41686009,19.5838908954029
1,41708104,19.6525748199292
1,41726329,19.9827821325871
1,41741194,20.0110084857481
1,41775823,20.108510525397
1,41872693,20.208809779882
1,42165614,20.2435586951043
1,42207610,20.3690951880765
1,42233858,20.3722089611647
1,42246588,20.3954752914741
1,42263311,20.4240557045119
1,42279872,20.5729138026757
1,42304397,20.6148282097649
1,42309220,20.6148282097649
1,42314982,20.7353827606992
1,42424440,20.7353827606992
1,42424507,20.8559373116335
1,42546335,20.8559373116335
1,42560059,20.9764918625678
1,42569828,20.9764918625678
1,42580032,21.0818841379048
1,42581021,21.0922821387015
1,42581500,21.0993059788834
1,42610071,21.2231619447045
1,42692553,21.2384314534923
1,42694416,21.3593308929462
1,42739019,21.3675880387533
1,42741019,21.3875289656041
1,42770309,21.8001183902686
1,42796986,21.8605374034214
1,43137216,21.923522599887
1,43183243,22.0525979151211
1,43226919,22.0606834497325
1,43231237,22.0710105051213
1,43336191,22.3025919228451
1,43339711,22.3025919228451
1,43544221,22.3254106417849
1,43742594,22.3600449912759
1,43743323,22.4807268198174
1,44063704,22.5366627966099
1,44075935,22.6593527829544
1,44245964,22.6890384952721
1,44261369,22.8122826367954
1,44469886,22.8486880480802
1,44623606,22.9858797332783
1,44637816,23.1191163935456
1,44640763,23.1196309163281
1,45063446,23.2558300972034
1,45158013,23.2926488240552
1,45344475,23.4858005119005
1,45457344,23.5297449415751
1,45545706,23.5405041960391
1,45747785,23.5540666794966
1,45965303,23.6892198986583
1,46837392,23.7477499420376
1,46859691,23.8102197004084
1,46881481,23.8698010849909
1,46952542,23.8698010849909
1,46965040,24.1109101868595
1,48640128,24.1109101868595
1,48646634,24.2314647377938
1,51134726,24.2314647377938
1,51226954,24.2402981531891
1,51230665,24.2602187887218
1,51249820,24.4356415578542
1,51262473,24.4848091946142
1,51280838,24.4865681579847
1,51302717,24.593526446024
1,51305991,24.6407725606726
1,51315351,24.7309828467199
1,51395767,24.7386849321216
1,51397656,24.8594204077391
1,51425371,24.8620748956134
1,51426099,24.8657116726181
1,51440223,25.1773782448354
1,51449975,25.3104616285047
1,51454158,25.3470502612644
1,51652376,25.366035189191
1,51666420,25.4879348466635
1,51776820,25.498508740271
1,51811367,25.6223721345247
1,51877301,25.6286871626145
1,51883279,25.7498142745632
1,52041105,25.7649305366329
1,52047897,25.8861356118913
1,52074619,25.88869499219
1,52075957,26.0093776941175
1,52254421,26.0264706230013
1,52363701,26.1574917961587
1,52393413,26.1603375527426
1,52414721,26.1603375527426
1,52445816,26.2671243508654
1,52449825,26.2902586261811
1,52497415,26.4014466546112
1,52535245,26.4014466546112
1,52542216,26.5220012055455
1,52572531,26.5220012055455
1,52611350,26.6425557564798
1,53068366,26.6425557564798
1,53312733,26.6612184012296
1,53315513,26.6681948295851
1,53318353,26.7958763792711
1,53362280,26.9061114758089
1,54095915,26.9621401923746
1,54230159,26.9930535455955
1,54270688,27.1229410074435
1,54797437,27.2442393738195
1,54879131,27.3836062029788
1,54879215,27.3836255462766
1,55102290,27.4006620916266
1,55118146,27.5224275871449
1,55308270,27.5369476191885
1,55429814,27.6667846530009
1,55940674,27.7057997356301
1,55957954,27.8379056755855
1,56144275,27.9624581266159
1,56225427,27.9686558167571
1,56272365,27.9686558167571
1,56314991,27.9959893466564
1,56388421,28.1636302087741
1,56460367,28.2097649186257
1,56494539,28.2097649186257
1,56509489,28.2320967510582
1,56532953,28.3877010756512
1,56575244,28.4508740204943
1,56693026,28.4508740204943
1,56715199,28.5714285714286
1,56767570,28.5714285714286
1,56913208,28.5971921031085
1,56923491,28.7195657287092
1,57213354,28.7708428307249
1,57258608,28.8994028669216
1,57521045,28.9458282776214
1,57527178,29.1423701097487
1,57530916,29.188683570877
1,58049159,29.28036136066
1,58207679,29.2934923165893
1,58222933,29.4153104279686
1,58297315,29.4153104279686
1,58307790,29.4491531926424
1,58334312,29.6553953621617
1,58334629,29.6564195298372
1,58614079,29.6564195298372
1,58880720,29.7228250472763
1,58883045,29.8439586270473
1,59098147,29.8975286317058
1,59301101,29.8975286317058
1,59303321,29.9255176615191
1,59303356,29.9260731502308
1,59310663,30.1056502326435
1,59317205,30.183947264588
1,59340262,30.2825955250379
1,59413416,30.356848058224
1,59417646,30.4882028638027
1,59435976,30.5350039672618
1,59491788,30.6208559373116
1,60288378,30.6208559373116
1,60338040,30.7414104882459
1,61142471,30.7414104882459
1,61160204,30.8619650391802
1,61162380,30.8619650391802
1,61348076,30.8974927355672
1,62025601,31.1094699168458
1,62032176,31.2320815873947
1,62253134,31.3012126955028
1,62339902,31.3187698404043
1,62451346,31.4483288177057
1,62654433,31.4647377938517
1,63397297,31.4647377938517
1,63408347,31.4649062475694
1,63443008,31.5834025520177
1,63443768,31.5984595046539
1,63450362,31.706655854682
1,63975210,31.714656994664
1,63984544,31.7274306945811
1,64015801,31.8174561296864
1,64040924,32.1309237114524
1,64064294,32.1982332555037
1,64573747,32.205999703632
1,64605011,32.3270308642521
1,65331479,32.3381056366822
1,65360712,32.4591058353566
1,65527681,32.4616512243867
1,65590531,32.7099097615153
1,66198496,32.7790681769154
1,66256649,32.9062378608438
1,66751470,32.9625257002205
1,66967805,32.9658236581397
1,66974561,33.0079820843507
1,66993703,33.2479855095494
1,67006538,33.3280777831459
1,67011123,33.3281476800052
1,67979898,33.3812132732073
1,67989620,33.5023003561507
1,68340187,33.5215030046626
1,68489417,33.5454488015451
1,68584156,33.681205395305
1,68638125,33.689865388014
1,68740304,33.8268158216774
1,68975462,33.8645498275965
1,68991232,33.9876348698317
1,69313627,34.039367130007
1,69358008,34.1670431606133
1,69480869,34.1867577257194
1,69690433,34.3389385345694
1,70060721,34.3948203835084
1,70494573,34.4431442348862
1,70524009,34.5669774635474
1,70806091,34.5983966771142
1,70892492,34.6188566566769
1,70926341,35.109090390885
1,70928463,35.1095928859561
1,71107076,35.272443455798
1,71254009,35.3779970846818
1,71282807,35.5192395233241
1,71305272,35.5353779147873
1,71357409,35.5720372455874
1,71767303,35.6628524985943
1,71874330,35.6792159458673
1,72041896,35.825389802264
1,72213280,35.8515928449301
1,72241137,35.9764064758226
1,72308281,35.9866721779696
1,72336985,36.1116153073983
1,72796756,36.1819100789617
1,72826104,36.3069516700874
1,73087285,36.3468838509594
1,73325648,36.3753594182145
1,73729715,36.3982911301247
1,73742579,36.5195757420192
1,73830527,36.5245669890131
1,73839698,36.6456420148437
1,73891528,36.6485834840265
1,73977802,36.6485834840265
1,73978505,36.651568159121
1,73983220,36.7921408367556
1,74006197,36.8896925858951
1,74023664,36.8896925858951
1,74026812,36.9539937933403
1,74029019,37.1196286380584
1,74029566,37.1308016877637
1,74103299,37.1308016877637
1,74125570,37.251356238698
1,74202147,37.251356238698
1,74210468,37.3719107896323
1,74417477,37.3719107896323
1,74457629,37.4924653405666
1,75535479,37.4924653405666
1,75552740,37.6130198915009
1,75975706,37.6130198915009
1,75993352,37.7335744424352
1,76160871,37.7335744424352
1,76203241,37.8541289933695
1,76342046,37.8541289933695
1,76359382,37.9746835443038
1,76488895,37.9746835443038
1,76629425,38.0875616153079
1,76638982,38.1116018584934
1,76699833,38.2157926461724
1,76959379,38.2157926461724
1,76973633,38.3363471971067
1,77296251,38.3363471971067
1,77395255,38.456901748041
1,77743451,38.456901748041
1,77743543,38.4569413725491
1,77819980,38.6104174291827
1,78023354,38.6980108499096
1,78134982,38.6980108499096
1,78139057,38.8185654008439
1,78233725,38.8185654008439
1,78327614,38.9391199517782
1,78547368,38.9391199517782
1,78590699,39.0596745027125
1,78602123,39.0596745027125
1,78621263,39.3007836045811
1,79243484,39.3007836045811
1,79281761,39.4213381555154
1,80333829,39.4213381555154
1,80359075,39.5418927064497
1,80790247,39.5418927064497
1,80863579,39.5477612482398
1,80889349,39.6703780956058
1,81212130,39.6962092987308
1,81217282,39.8171761488974
1,82021787,39.8815582905664
1,82034606,40.0031387079329
1,82040577,40.0036165492986
1,82042886,40.0288481409878
1,82062500,40.3637346275619
1,82063117,40.3670840112428
1,82146102,40.3737250539043
1,82146280,40.494293849649
1,82296670,40.5063291139241
1,82503194,40.5063291139241
1,82524100,40.5068663960117
1,82923657,40.5247831434382
1,82973475,40.647571609742
1,83385290,40.6660380246501
1,83386751,40.7866580890605
1,83621987,40.7972064313437
1,83622124,40.7983043232768
1,83622656,40.8068459050678
1,83637115,41.1565563327895
1,83637193,41.2777485794459
1,83637483,41.2801194994384
1,83685371,41.2822668706539
1,83691436,41.4030933854711
1,83695502,41.4032757111344
1,84217313,41.6677836169067
1,84653870,41.6873595009639
1,84663759,41.7049337003579
1,84689142,41.8705975548839
1,84723462,41.9315892146273
1,87395085,42.0513888790301
1,87560212,42.1793479773814
1,88822129,42.2359342671027
1,89178580,42.2450950217868
1,89337903,42.369744157723
1,89393180,42.4917193219721
1,89442955,42.4929985344428
1,89450385,42.6137440356264
1,89537151,42.6159739130595
1,90047463,42.7610906103087
1,90058624,42.8848189989306
1,90108325,42.8989524015744
1,90402245,43.0410524887605
1,90636386,43.0582159801987
1,90659957,43.1804983816875
1,90945286,43.2014141625571
1,90980293,43.324534869546
1,91363363,43.3526154648507
1,91411669,43.4767110428474
1,91884908,43.5114013940663
1,91892780,43.5117761342078
1,91896306,43.6324985374971
1,91899622,43.6326563929734
1,92005439,43.7582482759138
1,92069587,43.7613019891501
1,92379770,43.7613019891501
1,92403545,43.7903245844949
1,92456434,43.9754417451111
1,92478527,44.0024110910187
1,92652539,44.0024110910187
1,92743011,44.122965641953
1,92794288,44.122965641953
1,92816665,44.2435201928873
1,92857295,44.2435201928873
1,92879528,44.4846292947559
1,93111659,44.4846292947559
1,93124832,44.6051838456902
1,93140987,44.7257383966245
1,93348258,44.7257383966245
1,93358641,44.8462929475588
1,93491367,44.8462929475588
1,93667020,44.9668474984931
1,93732140,44.9668474984931
1,93737920,45.0874020494274
1,93777797,45.0874020494274
1,93813577,45.2079566003617
1,94036187,45.2079566003617
1,94184647,45.3163837571284
1,94201252,45.410074461334
1,94209190,45.4490657022303
1,94211263,45.4490657022303
1,94236505,45.4528453430691
1,94239804,45.5738938736852
1,94512595,45.6147405579443
1,94515343,45.7169602401066
1,94515849,45.8563369013662
1,94550860,45.8615793150184
1,94588494,45.9877690376241
1,94680376,46.001527097982
1,94708019,46.0447790632218
1,94765578,46.1932515074814
1,94826813,46.2645631179046
1,94845934,46.2674262235412
1,94878587,46.5180415153789
1,94903442,46.6170419047812
1,94915335,46.6394817174762
1,95016376,46.6546112115732
1,95024999,46.6546112115732
1,95449470,46.7751657625075
1,96456161,46.7751657625075
1,96519848,47.0105176054284
1,96523042,47.0162748643761
1,96815854,47.0162748643761
1,96883955,47.0322025649412
1,97007118,47.1815629099857
1,97331301,47.2573839662447
1,98163693,47.2573839662447
1,98186099,47.377938517179
1,98242699,47.377938517179
1,98249411,47.4984930681133
1,98739514,47.4984930681133
1,98762821,47.6190476190476
1,98767687,47.6190476190476
1,99486465,47.7075809105025
1,99487691,47.8282864702536
1,99731701,47.8583416589877
1,99742772,47.8738604313854
1,99770324,48.0330359937102
1,99825989,48.1110643981472
1,100401353,48.1819331068509
1,100484423,48.3127195520852
1,101703937,48.4629294755877
1,101829923,48.4629294755877
1,102054704,48.5192218740238
1,102311309,48.6405351736207
1,102596935,48.7040385774563
1,103636259,48.7040385774563
1,104649231,48.7480465663774
1,105026397,48.8849868783687
1,106411173,48.9451476793249
1,106666663,48.9451476793249
1,106679032,49.0657022302592
1,106717202,49.0657022302592
1,106720434,49.1862567811935
1,106999393,49.1862567811935
1,107009034,49.3068113321278
1,107009329,49.3068113321278
1,107031918,49.5011415319312
1,107046241,49.5479204339964
1,107245885,49.5479204339964
1,107292923,49.6684749849307
1,107647422,49.6684749849307
1,107690759,49.6930378514073
1,107696271,49.8167165346078
1,107860120,49.9095840867993
1,108129653,49.9095840867993
1,108137026,50.0301386377336
1,108468021,50.0301386377336
1,108488291,50.1506931886679
1,109632134,50.1506931886679
1,109660788,50.3882617331143
1,109661655,50.3918022905365
1,110095989,50.3918022905365
1,110182981,50.5739445694448
1,110266271,50.6329113924051
1,111378359,50.6329113924051
1,111417405,50.816342265681
1,111429877,50.8364261024951
1,111453223,50.9220251770435
1,111488506,50.994575045208
1,113990313,50.994575045208
1,114666240,51.1151295961423
1,115861305,51.1151295961423
1,115877194,51.1170589847885
1,115890111,51.2391820367702
1,116410466,51.302368330999
1,116415011,51.4234747776723
1,116854102,51.4767932489452
1,117407891,51.4767932489452
1,117462960,51.5973477998795
1,117828436,51.5973477998795
1,117828728,51.6298819300761
1,117829079,51.7920818982366
1,117829518,51.844185090392
1,117845403,51.959634614676
1,119260479,52.0136545596211
1,119289620,52.1353215562584
1,120494067,52.1813008256612
1,120494501,52.3018719443672
1,120749381,52.311601883655
1,120760154,52.4325676894384
1,120872984,52.4368749283345
1,120873917,52.5574650961605
1,120882685,52.5577998109583
1,120930558,52.680181894
1,120987058,52.6823387582881
1,121169267,52.6823387582881
1,121171126,52.7177209670325
1,121175601,52.8184519876394
1,121205800,52.9234478601567
1,121277334,52.9234478601567
1,121538464,53.044002411091
1,121741507,53.044002411091
1,121764178,53.0963896036737
1,121793437,53.2845546203033
1,121793678,53.2851115129596
1,122292051,53.2851115129596
1,122298055,53.4056660638939
1,122587109,53.4056660638939
1,122588802,53.467967301602
1,122589399,53.6104910426791
1,122590385,53.6467751657625
1,122674235,53.6467751657625
1,122682629,53.7673297166968
1,122758115,53.7673297166968
1,122768884,53.8878842676311
1,122911909,53.8878842676311
1,122913142,53.8882768383478
1,122924305,54.1329400901841
1,122957424,54.1434847370336
1,122966827,54.2670330774642
1,123222593,54.3484655526631
1,123229867,54.4713360479551
1,123290551,54.4906570223026
1,123293318,54.4906570223026
1,123299506,54.6112115732369
1,123941522,54.6112115732369
1,123953732,54.7317661241712
1,124019794,54.7317661241712
1,124041784,54.8523206751055
1,124096459,54.9728752260398
1,124125426,54.9728752260398
1,124193275,55.0934297769741
1,124218830,55.0934297769741
1,124287150,55.2139843279084
1,124290487,55.2139843279084
1,124311538,55.3345388788427
1,124395458,55.3345388788427
1,124411069,55.3457223511964
1,124443775,55.4897069608587
1,124563740,55.5756479807113
1,125347565,55.5756479807113
1,125353483,55.6962025316456
1,125872479,55.6962025316456
1,125927660,55.8167570825799
1,126477097,55.8167570825799
1,126585067,55.8388170324213
1,126614026,55.9652883573433
1,126653110,55.9732738262662
1,126690758,56.1015204489948
1,127067138,56.1784207353828
1,127213259,56.1784207353828
1,127264547,56.2261810441162
1,127290896,56.3712722581065
1,127342718,56.4195298372514
1,127653507,56.4195298372514
1,127670445,56.5400843881857
1,127987321,56.5400843881857
1,127995854,56.6095389816042
1,128001061,56.7724760554414
1,128002132,56.7811934900543
1,128053588,56.7811934900543
1,128180692,56.9017480409886
1,128293581,56.9017480409886
1,128386488,56.974344254853
1,128447864,57.1428571428572
1,128612734,57.1428571428572
1,128625711,57.2634116937915
1,128930523,57.2634116937915
1,128945981,57.3839662447258
1,128956680,57.3839662447258
1,129001402,57.3881184478682
1,129066318,57.5147001089316
1,129273669,57.5339515617687
1,129440421,57.6699881613235
1,130255133,57.7456298975286
1,130396725,57.7456298975286
1,130418004,57.8661844484629
1,130719229,57.8661844484629
1,130723548,57.8697895576564
1,130807510,58.0604279655257
1,130830788,58.0798583271385
1,130844600,58.2119418820506
1,130863656,58.2278481012658
1,131282938,58.2278481012658
1,131767851,58.2684929211455
1,131811342,58.3926928349828
1,132056126,58.4132103331514
1,132130838,58.5400271533646
1,132176276,58.5438357114476
1,132192442,58.6657452769065
1,132576128,58.697905372347
1,132626451,58.822677936143
1,132721214,58.8306208559373
1,132777274,58.8306208559373
1,132813886,58.9511754068716
1,133460107,58.9511754068716
1,133462143,59.0717299578059
1,133717290,59.0717299578059
1,133735140,59.1922845087402
1,133876851,59.1922845087402
1,133884761,59.3128390596745
1,134096032,59.3128390596745
1,134096867,59.4333936106088
1,134245241,59.4333936106088
1,134278486,59.5539481615431
1,134346239,59.5539481615431
1,134368232,59.6745027124774
1,134672023,59.6745027124774
1,134702586,59.7950572634117
1,135002381,59.7950572634117
1,135287011,59.915611814346
1,135376669,59.915611814346
1,135390853,60.0361663652803
1,135934989,60.0361663652803
1,135967969,60.2593931255315
1,135986835,60.3181261122195
1,136030072,60.3521935299744
1,136087992,60.473049180092
1,136105038,60.4951863664802
1,136110948,60.6234160770739
1,136122901,60.6389391199518
1,136330632,60.6389391199518
1,136336208,60.6590875531266
1,136355393,60.8489655779593
1,136363995,60.8800482218204
1,137021345,60.8800482218204
1,137054229,61.0006027727547
1,137064332,61.0006027727547
1,137066841,61.121157323689
1,137377829,61.121157323689
1,137379089,61.2417118746233
1,137692542,61.2417118746233
1,137709720,61.2966075928915
1,137730266,61.4828209764919
1,137881290,61.4828209764919
1,138035572,61.4943809290493
1,138044852,61.5907610171314
1,138047264,61.7560344790415
1,138059636,61.8578476353409
1,138180275,61.866886804632
1,138202168,61.8724206750516
1,138222664,61.8787475569934
1,138259797,62.0107646424293
1,138307214,62.025401730692
1,138316464,62.1488116513551
1,138486688,62.2013578628919
1,138491957,62.2550970619796
1,138498011,62.4373971265363
1,138498877,62.4462295703415
1,138726811,62.5165902020999
1,139102131,62.6961446730281
1,139104574,62.7035752882522
1,139125570,62.8879911561106
1,139139157,62.9293172998069
1,139146742,63.072942344591
1,139149164,63.0803090863318
1,139219540,63.1139772240437
1,139437146,63.1928384798362
1,139490241,63.2030692917387
1,139520370,63.2066173243271
1,139538035,63.3292521300217
1,139892557,63.3710011296333
1,139920577,63.4948553544077
1,140101693,63.5161838243296
1,140117364,63.6385838138344
1,140279142,63.6576350142089
1,140282195,63.8991036415677
1,140358020,63.9080328981316
1,140419641,63.9118436455533
1,140430518,64.0330708486631
1,140587321,64.0427678128146
1,140592602,64.0604017199621
1,140631772,64.3033435865779
1,140634708,64.313590713506
1,140800615,64.4176219292676
1,140809793,64.418189512394
1,141164681,64.5584332574813
1,141171454,64.5720766591909
1,141239134,64.685849791764
1,142079086,64.7377938517179
1,142460263,64.7377938517179
1,142517843,64.8583484026522
1,142702832,64.8583484026522
1,142724742,64.9789029535865
1,142974925,64.9789029535865
1,143003391,65.0994575045208
1,143386102,65.0994575045208
1,143752179,65.2200120554551
1,144059382,65.2200120554551
1,144064969,65.3405666063894
1,144157359,65.3405666063894
1,144170985,65.4611211573237
1,144629486,65.4611211573237
1,145538978,65.5016158836948
1,145565932,65.6233705494785
1,145903291,65.6383913087527
1,145946106,65.7649638936562
1,145951345,65.9010063290307
1,145965587,65.9431094880683
1,146026740,66.005551473318
1,146630218,66.0324210625843
1,146662554,66.1544153595218
1,146992712,66.1691154974771
1,147042689,66.2918952520854
1,147337083,66.3050030138638
1,148918196,66.3050030138638
1,148974186,66.425557564798
1,150968486,66.425557564798
1,151085005,66.5461121157323
1,152671374,66.5461121157323
1,152723988,66.875362974957
1,152743336,66.9077757685352
1,152763795,66.9077757685352
1,152872280,66.9671831665834
1,152983942,67.0992281035661
1,153062150,67.1488848704038
1,153158375,67.1488848704038
1,153172220,67.2694394213381
1,153440572,67.2694394213381
1,153440688,67.3899939722724
1,153488464,67.3899939722724
1,153534930,67.5105485232067
1,153567391,67.5105485232067
1,153582540,67.631103074141
1,153975778,67.631103074141
1,153983222,67.7516576250753
1,154230106,67.7516576250753
1,154256541,67.8722121760096
1,154264211,67.8722121760096
1,154280962,67.9927667269439
1,154778970,67.9927667269439
1,154803259,68.1133212778782
1,155027480,68.1133212778782
1,155047443,68.2338758288125
1,155089225,68.2338758288125
1,155122448,68.2428694594759
1,155136616,68.3514268721001
1,155138758,68.3685506147875
1,155143986,68.3717021971868
1,155484873,68.6605209167321
1,155597833,68.763097697189
1,155619834,68.9036309286016
1,155637195,68.9193961152652
1,155638128,68.9201556951387
1,155672788,68.9548505952866
1,155950515,69.2502236005506
1,155965968,69.3872129923551
1,156265786,69.7060805986457
1,156307050,69.8661154459517
1,156342988,69.9004999673508
1,156347716,69.9342160075619
1,156349974,70.070872677531
1,156362513,70.1590442428136
